Cooperation is optional (Loners).
Steps
1002	1002

Entity counts
Human	Mammoth	Plant	Stone	
----------------------------------------------------
19	0	17	11
20	0	17	10
20	0	17	10
20	0	17	10
20	0	17	10
20	0	17	10
20	1	16	10
19	1	16	11
19	1	16	11
19	1	16	11
20	1	16	11
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
23	1	16	12
21	1	16	13
21	1	16	13
21	1	16	13
21	1	16	13
20	1	17	13
21	1	17	12
20	1	16	13
23	1	16	14
24	1	16	13
24	1	16	13
24	1	16	13
25	1	15	13
25	1	15	13
23	1	15	15
21	1	16	16
22	2	19	14
23	2	19	15
23	2	20	14
23	2	20	14
23	2	20	14
23	2	20	14
23	2	20	14
23	2	20	14
23	2	20	14
24	2	19	14
24	2	19	14
24	2	19	14
24	2	19	14
25	2	19	13
24	2	19	13
24	2	18	14
23	2	18	14
23	2	18	14
23	2	18	14
23	3	18	14
23	3	18	14
24	2	18	13
25	3	19	12
24	3	19	13
24	3	19	12
23	3	19	13
23	3	19	13
22	4	18	14
22	5	17	14
22	5	17	14
22	5	17	14
22	6	16	14
23	6	15	14
23	6	15	14
23	6	15	14
22	7	16	13
22	7	16	13
22	7	16	13
22	7	16	13
20	7	17	14
20	7	17	14
20	7	17	14
21	6	17	14
22	5	17	14
20	5	18	14
19	5	18	15
19	5	18	15
20	5	18	15
20	2	18	16
20	2	18	16
20	2	18	16
20	2	18	16
20	2	18	17
20	2	18	18
20	2	18	18
20	2	17	19
20	2	17	19
20	2	17	20
21	2	16	20
21	2	16	20
21	2	16	20
22	2	15	20
21	2	15	22
21	2	15	22
21	2	15	22
22	2	15	21
22	2	15	21
24	2	15	21
26	2	14	21
26	2	14	21
30	1	14	21
32	2	14	21
31	2	13	23
31	2	14	22
31	2	14	22
31	2	14	22
31	2	14	22
33	2	16	22
33	3	16	21
33	3	16	21
33	3	16	22
34	3	16	21
33	2	17	21
33	2	17	21
33	2	17	21
35	3	16	20
35	2	16	20
35	2	16	20
35	2	16	19
35	2	16	19
35	2	16	19
35	2	16	19
35	2	15	20
35	2	15	20
35	2	15	20
34	2	15	21
34	2	15	21
34	2	12	21
34	2	12	21
34	1	12	21
32	1	13	21
33	1	13	20
33	0	12	20
34	0	11	20
35	0	11	20
34	0	11	20
34	0	11	20
34	1	11	19
34	1	11	19
34	1	11	19
34	1	11	19
34	1	11	19
33	1	11	19
33	1	11	19
33	1	11	19
33	2	10	19
32	3	10	19
32	3	10	19
32	3	10	19
32	3	10	19
32	2	10	20
32	2	10	20
32	2	10	19
32	2	9	20
32	2	9	20
32	2	9	20
32	2	9	20
31	3	10	21
33	2	10	21
32	2	11	21
31	3	11	21
30	3	11	21
29	2	11	21
29	2	11	21
29	2	12	22
29	2	12	22
28	2	12	23
28	2	12	23
28	2	12	23
28	2	12	23
28	2	10	24
28	2	10	24
27	3	9	25
26	3	10	25
26	3	10	25
25	3	10	26
25	3	10	27
25	3	10	27
25	3	10	27
25	3	10	27
28	3	10	27
29	3	12	27
28	3	12	28
28	2	13	28
28	2	13	28
26	2	14	29
26	2	14	28
26	2	14	28
25	2	15	28
26	2	15	26
25	2	15	27
24	3	16	26
23	3	16	26
22	3	16	26
22	2	17	26
22	2	16	26
22	2	16	26
22	2	15	26
22	2	15	26
22	2	15	25
22	2	15	25
22	2	15	25
23	2	14	24
23	2	14	24
23	2	14	24
23	2	14	24
22	3	13	24
21	3	14	23
21	3	13	23
20	3	13	24
19	3	12	25
19	3	11	26
19	3	11	26
19	3	11	26
19	3	11	26
19	3	11	26
19	3	11	26
18	4	11	26
18	3	12	25
18	3	12	25
18	3	12	25
18	3	12	25
19	3	12	24
19	4	11	23
19	5	11	22
19	5	12	21
19	5	12	21
18	5	12	21
18	5	12	21
19	5	11	21
20	6	11	19
20	6	11	19
20	6	11	19
20	6	11	19
20	6	11	19
20	6	11	19
19	6	11	19
19	6	11	19
19	6	11	21
19	6	11	21
19	7	11	20
18	7	11	20
18	7	11	20
18	7	11	20
18	7	11	20
18	8	11	19
18	8	10	19
19	8	9	19
20	7	9	19
20	7	8	20
19	7	9	20
19	7	9	20
19	7	10	19
20	7	10	18
20	7	10	18
20	8	10	17
19	8	10	17
19	8	9	17
19	7	9	17
18	7	9	17
17	7	9	17
16	7	10	17
16	7	10	17
17	6	10	17
17	6	10	17
17	6	10	17
17	6	10	17
17	6	10	17
18	6	10	15
18	6	10	15
19	6	10	13
19	6	10	13

Averages:
21,5109780439122	3,05389221556886	9,95508982035928	13,3273453093812
Prevalences:
93,1137724550898	0,199600798403194	0,199600798403194	6,48702594810379
